890912977	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	026	026	02	1	4.0	2	1	2	-0.97323600973236	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205014500	https://www.businessinsider.com/amazon-web-services-ceo-andy-jassy-jedi-aws-reinvent-2019-12
890912978	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								LAB	EMPLOYEE						LAB			0	036	036	03	1	4.0	2	1	2	-0.97323600973236	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205014500	https://www.businessinsider.com/amazon-web-services-ceo-andy-jassy-jedi-aws-reinvent-2019-12
890912979	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								LEG	CHAMBER						LEG			1	173	173	17	4	-5.0	8	2	8	0.38095790959325	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205014500	https://www.rollcall.com/news/kelly-loefflers-second-day-on-the-job-will-break-georgia-record
890912980	20191128	201911	2019	2019.8986											LEG	PARLIAMENT						LEG			0	036	036	03	1	4.0	6	1	6	-4.96592015579357	0								4	Piketberg, Western Cape, South Africa	SF	SF11	77327	-32.9032	18.757	-1272512	4	Piketberg, Western Cape, South Africa	SF	SF11	77327	-32.9032	18.757	-1272512	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-evidence-of-ipid-cover-up-mounts-but-joemat-pettersson-declines-to-act/
890912981	20191128	201911	2019	2019.8986											LEG	PARLIAMENT						LEG			0	036	036	03	1	4.0	4	1	4	-4.96592015579357	0								4	Vredendal, Western Cape, South Africa	SF	SF11	77338	-34.2305	19.1972	-1298239	4	Vredendal, Western Cape, South Africa	SF	SF11	77338	-34.2305	19.1972	-1298239	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-evidence-of-ipid-cover-up-mounts-but-joemat-pettersson-declines-to-act/
890912982	20191128	201911	2019	2019.8986											USA	UNITED STATES	USA								1	036	036	03	1	4.0	6	1	6	2.5	0								3	Elko, Nevada, United States	US	USNV	NV007	40.8324	-115.763	845452	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20191205014500	https://elkodaily.com/news/local/bernie-sanders-returning-to-elko/article_3866d1de-8732-52de-83b5-aa49f32d5f38.html
890912983	20191128	201911	2019	2019.8986	GOV	PRESIDENT						GOV			USA	IOWA	USA								1	042	042	04	1	1.9	5	1	5	2.29007633587786	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205014500	https://muscatinejournal.com/news/local/andrew-yang-to-return-to-the-quad-cities-dec-for/article_855de5e7-4529-52af-aa25-36011c21dd4f.html
890912984	20191128	201911	2019	2019.8986	INDCOP	GUJARAT	IND					COP													0	090	090	09	2	-2.0	2	1	2	-1.61662817551963	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	0								4	Bidadi, Karnataka, India	IN	IN19	70159	12.8167	77.4	-2091773	20191205014500	http://www.asianage.com/india/all-india/051219/nithyananda-forms-hindu-nation-close-to-ecuador.html
890912985	20191128	201911	2019	2019.8986	LEG	PARLIAMENT						LEG													0	036	036	03	1	4.0	6	1	6	-4.96592015579357	4	Piketberg, Western Cape, South Africa	SF	SF11	77327	-32.9032	18.757	-1272512	0								4	Piketberg, Western Cape, South Africa	SF	SF11	77327	-32.9032	18.757	-1272512	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-evidence-of-ipid-cover-up-mounts-but-joemat-pettersson-declines-to-act/
890912986	20191128	201911	2019	2019.8986	LEG	PARLIAMENT						LEG													0	036	036	03	1	4.0	4	1	4	-4.96592015579357	4	Vredendal, Western Cape, South Africa	SF	SF11	77338	-34.2305	19.1972	-1298239	0								4	Vredendal, Western Cape, South Africa	SF	SF11	77338	-34.2305	19.1972	-1298239	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-evidence-of-ipid-cover-up-mounts-but-joemat-pettersson-declines-to-act/
890912987	20191128	201911	2019	2019.8986	MED	SPOKESMAN						MED			USA	DALLAS	USA								1	014	014	01	1	0.0	3	1	3	-6.59340659340659	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20191205014500	https://www.dallasnews.com/news/courts/2019/12/05/former-fort-worth-firefighter-sues-city-6-of-her-ex-coworkers-alleging-sexual-assault-and-harassment/
890912988	20191128	201911	2019	2019.8986	REF	REFUGEE						REF			USA	NEW HAMPSHIRE	USA								1	100	100	10	3	-5.0	3	1	3	-0.777604976671849	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20191205014500	https://www.unionleader.com/news/social_issues/aldermen-craig-support-continuing-refugee-resettlement-in-manchester/article_1c75da51-5212-5b7b-acfc-39964e455376.html
890912989	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		1	036	036	03	1	4.0	6	1	6	2.5	3	Elko, Nevada, United States	US	USNV	NV007	40.8324	-115.763	845452	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20191205014500	https://elkodaily.com/news/local/bernie-sanders-returning-to-elko/article_3866d1de-8732-52de-83b5-aa49f32d5f38.html
890912990	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		1	100	100	10	3	-5.0	1	1	1	-0.777604976671849	3	Dover, New Hampshire, United States	US	USNH	NH017	43.1979	-70.8737	866618	0								3	Dover, New Hampshire, United States	US	USNH	NH017	43.1979	-70.8737	866618	20191205014500	https://www.unionleader.com/news/social_issues/aldermen-craig-support-continuing-refugee-resettlement-in-manchester/article_1c75da51-5212-5b7b-acfc-39964e455376.html
890912991	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		1	100	100	10	3	-5.0	1	1	1	-0.777604976671849	1	Bhutan	BT	BT		27.5	90.5	BT	0								1	Bhutan	BT	BT		27.5	90.5	BT	20191205014500	https://www.unionleader.com/news/social_issues/aldermen-craig-support-continuing-refugee-resettlement-in-manchester/article_1c75da51-5212-5b7b-acfc-39964e455376.html
890912992	20191128	201911	2019	2019.8986	USA	IOWA	USA								GOV	PRESIDENT						GOV			1	043	043	04	1	2.8	5	1	5	2.29007633587786	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205014500	https://muscatinejournal.com/news/local/andrew-yang-to-return-to-the-quad-cities-dec-for/article_855de5e7-4529-52af-aa25-36011c21dd4f.html
890912993	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA								REF	REFUGEE						REF			1	100	100	10	3	-5.0	2	1	2	-0.777604976671849	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20191205014500	https://www.unionleader.com/news/social_issues/aldermen-craig-support-continuing-refugee-resettlement-in-manchester/article_1c75da51-5212-5b7b-acfc-39964e455376.html
890912994	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA								RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	2	1	2	-6.66666666666667	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205014500	https://www.reuters.com/article/us-usa-russia-sanctions-idUSKBN1Y904F
890912995	20191128	201911	2019	2019.8986	USA	WASHINGTON	USA								RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	4	1	4	-6.66666666666667	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205014500	https://www.reuters.com/article/us-usa-russia-sanctions-idUSKBN1Y904F
890912996	20191204	201912	2019	2019.9151	BHR	MANAMA	BHR								BHRCOP	BAHRAIN	BHR					COP			1	017	017	01	1	0.0	10	1	10	8.16326530612245	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	4	Manama, Al Manamah, Bahrain	BA	BA02	25307	26.2361	50.5831	-784833	20191205014500	http://www.gdnonline.com/Details/681170/A-security-milestone
890912997	20191204	201912	2019	2019.9151	GOV	INTERIOR MINIST						GOV													1	017	017	01	1	0.0	10	1	10	6.06060606060606	1	Bahrain	BA	BA		26	50.5	BA	0								1	Bahrain	BA	BA		26	50.5	BA	20191205014500	http://www.gdnonline.com/Details/681171/New-stamps
890912998	20191204	201912	2019	2019.9151	USA	WASHINGTON	USA								IRN	IRAN	IRN								1	014	014	01	1	0.0	20	1	20	-7.55555555555556	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	40979	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	40979	25.4489	57.7939	-3077385	4	Gulf Of Oman, Iran (general), Iran	IR	IR00	40979	25.4489	57.7939	-3077385	20191205014500	http://www.gdnonline.com/Details/681169
890912999	20191205	201912	2019	2019.9178											AFG	AFGHAN	AFG								1	190	190	19	4	-10.0	6	1	6	-2.49376558603491	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205014500	https://www.thenews.com.pk/print/578952-japanese-doctor-among-six-killed-in-afghan-attack
890913000	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								0	042	042	04	1	1.9	2	1	2	-4.04761904761905	0								4	Thabang, Northern Cape, South Africa	SF	SF08	77348	-27.5384	23.2427	-1290324	4	Thabang, Northern Cape, South Africa	SF	SF08	77348	-27.5384	23.2427	-1290324	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-auditing-can-be-a-dangerous-profession-in-south-africa/
890913001	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	057	057	05	1	8.0	2	1	2	-2.47208931419458	0								4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-lost-in-translation-diplomatic-tap-dancing-stalls-gupta-extradition-moves/
890913002	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								0	100	100	10	3	-5.0	2	1	2	-4.04761904761905	0								4	Thabang, Northern Cape, South Africa	SF	SF08	77348	-27.5384	23.2427	-1290324	4	Thabang, Northern Cape, South Africa	SF	SF08	77348	-27.5384	23.2427	-1290324	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-auditing-can-be-a-dangerous-profession-in-south-africa/
890913003	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	190	190	19	4	-10.0	2	1	2	-2.73660205245154	0								4	Steelpoort, Mpumalanga, South Africa	SF	SF07	77355	-24.7312	30.2058	-1286854	4	Steelpoort, Mpumalanga, South Africa	SF	SF07	77355	-24.7312	30.2058	-1286854	20191205014500	https://www.dailymaverick.co.za/article/2019-12-05-this-chrome-is-our-only-hope/
890913004	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	8	1	8	0.89820359281437	0								4	Walkerston, Queensland, Australia	AS	AS04	154701	-21.161	149.058	-1607317	4	Walkerston, Queensland, Australia	AS	AS04	154701	-21.161	149.058	-1607317	20191205014500	https://www.dailymercury.com.au/news/santa-wont-get-lost-in-walkerston/3894738/
890913005	20191205	201912	2019	2019.9178											AUS	VICTORIA	AUS								1	043	043	04	1	2.8	10	1	10	-5.72916666666667	0								0								0								20191205014500	https://www.sookenewsmirror.com/news/tactical-response-team-called-to-saanich-standoff-ends-with-one-man-in-custody/
890913006	20191205	201912	2019	2019.9178											AUS	NORTHERN TERRITORY	AUS								1	057	057	05	1	8.0	7	1	7	0.340136054421768	0								4	Barossa, South Australia, Australia	AS	AS05	5299	-34.65	138.833	-1557625	4	Barossa, South Australia, Australia	AS	AS05	5299	-34.65	138.833	-1557625	20191205014500	https://www.computerworld.com/article/3488559/new-submarine-cable-to-connect-barossa-offshore-gas-project.html
890913007	20191205	201912	2019	2019.9178											AZE	AZERBAIJAN	AZE								1	061	061	06	2	6.4	1	1	1	-4.30107526881721	0								4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20191205014500	http://www.eurekastreet.com.au/article/the-killing-of-daphne-caruana-galizia
890913008	20191205	201912	2019	2019.9178											AZE	AZERBAIJAN	AZE								1	061	061	06	2	6.4	8	1	8	-4.30107526881721	0								1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20191205014500	http://www.eurekastreet.com.au/article/the-killing-of-daphne-caruana-galizia
890913009	20191205	201912	2019	2019.9178											AZE	AZERBAIJAN	AZE								1	061	061	06	2	6.4	1	1	1	-4.30107526881721	0								1	Russia	RS	RS		60	100	RS	4	Valletta, Malta (general), Malta	MT	MT00	19479	35.8997	14.5147	-19310	20191205014500	http://www.eurekastreet.com.au/article/the-killing-of-daphne-caruana-galizia
890913010	20191205	201912	2019	2019.9178											BUS	INDUSTRY						BUS			0	036	036	03	1	4.0	5	1	5	-0.0383803492611801	0								1	Gambia	GA	GA		13.5	-15.5	GA	1	Gambia	GA	GA		13.5	-15.5	GA	20191205014500	https://www.freedomnewspaper.com/2019/12/04/on-the-draft-constitution-the-glass-is-half-full-half-empty-for-media/
890913011	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			1	042	042	04	1	1.9	6	1	6	-4.6448087431694	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20191205014500	https://www.wtsp.com/article/news/crime/usps-employee-accused-of-stealing-more-than-1k-worth-of-packages/67-96f7f385-6064-4b61-a7c0-b0ba842289d7
890913012	20191205	201912	2019	2019.9178											BUS	COMPANY						BUS			0	042	042	04	1	1.9	10	1	10	-0.13513513513514	0								3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	3	Palm Beach County, Florida, United States	US	USFL		26.6503	-80.4498	295761	20191205014500	https://medium.com/@dylanhoward/world-elite-exposed-how-mossad-spy-for-hire-jeffrey-epstein-orchestrated-honeytrap-operation-5de6052fa3fc
890913013	20191205	201912	2019	2019.9178											BUS	INDUSTRY						BUS			1	043	043	04	1	2.8	2	1	2	5.40540540540541	0								4	Yendi, Ghana (general), Ghana	GH	GH00	190699	9.44272	-0.009908	-2080275	4	Yendi, Ghana (general), Ghana	GH	GH00	190699	9.44272	-0.009908	-2080275	20191205014500	https://www.modernghana.com/entertainment/61586/northern-badboy-storms-up-north.html
890913014	20191205	201912	2019	2019.9178											BUS	INDUSTRY						BUS			0	046	046	04	1	7.0	10	1	10	0	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20191205014500	http://www.australianflying.com.au/latest/agaa-plans-ga-summit-for-2020
890913015	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			1	046	046	04	1	7.0	6	1	6	0.73937153419593	0								3	Gulfport, Mississippi, United States	US	USMS	MS047	30.3674	-89.0928	670771	3	Gulfport, Mississippi, United States	US	USMS	MS047	30.3674	-89.0928	670771	20191205014500	http://themississippilink.com/2019/12/04/gregory-adams-joins-natchez-business-community-as-new-owner-of-wmiswtyj-radio-stations/
890913016	20191205	201912	2019	2019.9178											BUS	COMPANY						BUS			1	061	061	06	2	6.4	3	1	3	-1.30548302872063	0								4	Auschwitz, Malopolskie, Poland	PL	PL77	24564	50.0368	19.2308	-520665	4	Auschwitz, Malopolskie, Poland	PL	PL77	24564	50.0368	19.2308	-520665	20191205014500	https://cheddar.com/media/bots-behaving-badly-third-party-amazon-sellers-design-problem-products-by-algorithm
890913017	20191205	201912	2019	2019.9178											BUS	MERCHANT VESSEL						BUS			1	073	073	07	2	7.4	2	1	2	-0.50761421319797	0								4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	20191205014500	https://www.hindustantimes.com/india-news/indian-coast-guards-rescue-264-distressed-fishermen-from-arabian-sea/story-Eyhhpauy2Bgq3V4w8F5JZK.html
890913018	20191205	201912	2019	2019.9178											BUS	MERCHANT VESSEL						BUS			1	073	073	07	2	7.4	8	1	8	-0.50761421319797	0								4	Towada, Aomori, Japan	JA	JA03	33601	40.6205	141.211	10274394	4	Arabian Sea, India (general), India	IN	IN00		20	65	-2089022	20191205014500	https://www.hindustantimes.com/india-news/indian-coast-guards-rescue-264-distressed-fishermen-from-arabian-sea/story-Eyhhpauy2Bgq3V4w8F5JZK.html
890913019	20191205	201912	2019	2019.9178											CAN	CANADIAN	CAN								1	042	042	04	1	1.9	2	1	2	2.58449304174951	0								4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	4	Yorkton, Saskatchewan, Canada	CA	CA11	154724	51.2167	-102.467	-576314	20191205014500	https://www.yorktonthisweek.com/opinion/cslc-2020-s-impact-will-be-enduring-1.24027854
890913020	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								0	110	110	11	3	-2.0	2	1	2	-2.10437710437711	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205014500	https://www.thestar.com/vancouver/2019/12/04/huawei-is-moving-its-rd-centre-from-the-us-to-canada-but-does-canada-want-it.html
890913021	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								1	112	112	11	3	-2.0	2	1	2	-2.10437710437711	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205014500	https://www.thestar.com/vancouver/2019/12/04/huawei-is-moving-its-rd-centre-from-the-us-to-canada-but-does-canada-want-it.html
890913022	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								0	173	173	17	4	-5.0	8	1	4	-6.24235006119951	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205014500	https://globalnews.ca/news/6255906/cra-phone-scam-bc-suspect/
890913023	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	010	010	01	1	0.0	4	1	4	-2.98245614035088	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205014500	https://indianexpress.com/article/cities/mumbai/body-parts-found-in-suitcase-tailor-traced-from-cloth-pieces-but-no-major-headway-yet-police-6151329/
890913024	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	010	010	01	1	0.0	6	1	6	-2.98245614035088	0								4	Mahim, Maharashtra, India	IN	IN16	17783	19.65	72.7333	-2103187	4	Mahim, Maharashtra, India	IN	IN16	17783	19.65	72.7333	-2103187	20191205014500	https://indianexpress.com/article/cities/mumbai/body-parts-found-in-suitcase-tailor-traced-from-cloth-pieces-but-no-major-headway-yet-police-6151329/
890913025	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	014	014	01	1	0.0	10	1	10	-1.51975683890577	0								4	Rohini, West Bengal, India	IN	IN28	70296	22.1667	87.0833	-2109512	4	Rohini, West Bengal, India	IN	IN28	70296	22.1667	87.0833	-2109512	20191205014500	https://www.indiatoday.in/mail-today/story/2-delhi-docs-found-dead-affair-1625275-2019-12-05
890913026	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	046	046	04	1	7.0	3	1	3	-0.18050541516245	0								3	Affton, Missouri, United States	US	USMO	MO189	38.5506	-90.3332	755674	3	Affton, Missouri, United States	US	USMO	MO189	38.5506	-90.3332	755674	20191205014500	https://callnewspapers.com/retired-st-louis-county-police-chief-jerry-lee-dies-funeral-set-friday/
890913027	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	046	046	04	1	7.0	3	1	3	-0.18050541516245	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20191205014500	https://callnewspapers.com/retired-st-louis-county-police-chief-jerry-lee-dies-funeral-set-friday/
890913028	20191205	201912	2019	2019.9178											COP	PRISON						COP			1	111	111	11	3	-2.0	10	1	10	-3.2520325203252	0								4	Nsawam, Ghana (general), Ghana	GH	GH00	190583	5.3	-0.733333	-2076923	4	Nsawam, Ghana (general), Ghana	GH	GH00	190583	5.3	-0.733333	-2076923	20191205014500	https://www.modernghana.com/news/971753/the-church-of-pentecost-chairman-explains-the-churchs-priso.html
