891043160	20181205	201812	2018	2018.9178	MNCUSAMED	GOOGLE	USA					MNC	MED		VNM	VIETNAM	VNM								0	043	043	04	1	2.8	2	1	2	1.90336749633968	1	Singapore	SN	SN		1.366667	103.8	SN	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	1	Singapore	SN	SN		1.366667	103.8	SN	20191205151500	https://tuoitrenews.vn/news/education/20191205/150000-students-to-join-googlebacked-free-programming-courses-in-vietnam/52106.html
891043161	20181205	201812	2018	2018.9178	TZA	TANZANIA	TZA																		0	020	020	02	1	3.0	10	1	10	-6.01589103291714	4	Ruaha, Morogoro, Tanzania	TZ	TZ10	115114	-7.42539	36.5241	-2572923	0								4	Ruaha, Morogoro, Tanzania	TZ	TZ10	115114	-7.42539	36.5241	-2572923	20191205151500	https://24tanzania.com/blood-ivory-seizure-in-dar-brings-tourism-minister-to-the-scene/
891043162	20181205	201812	2018	2018.9178	VNM	VIETNAM	VNM																		0	043	043	04	1	2.8	1	1	1	1.90336749633968	4	Vinh Long, Vinh Long, Vietnam, Republic Of	VM	VM69	32660	10.25	105.967	-3733470	0								4	Vinh Long, Vinh Long, Vietnam, Republic Of	VM	VM69	32660	10.25	105.967	-3733470	20191205151500	https://tuoitrenews.vn/news/education/20191205/150000-students-to-join-googlebacked-free-programming-courses-in-vietnam/52106.html
891043163	20181205	201812	2018	2018.9178	VNM	VIETNAM	VNM								MNCUSAMED	GOOGLE	USA					MNC	MED		0	042	042	04	1	1.9	2	1	2	1.90336749633968	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20191205151500	https://tuoitrenews.vn/news/education/20191205/150000-students-to-join-googlebacked-free-programming-courses-in-vietnam/52106.html
891043164	20181205	201812	2018	2018.9178	VNM	VIETNAM	VNM								MNCUSAMED	GOOGLE	USA					MNC	MED		0	042	042	04	1	1.9	2	1	2	1.90336749633968	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20191205151500	https://tuoitrenews.vn/news/education/20191205/150000-students-to-join-googlebacked-free-programming-courses-in-vietnam/52106.html
891043165	20191105	201911	2019	2019.8356											CVL	RESIDENTS						CVL			1	033	033	03	1	5.2	6	1	6	0.45045045045045	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205151500	https://www.mcduffieprogress.com/news/state/georgia-democratic-leaders-oppose-gov-kemp-s-health-care-plan/article_be319ffa-3a60-524c-83fd-57bd360c8a66.html
891043166	20191105	201911	2019	2019.8356											MKD	MACEDONIA	MKD								0	046	046	04	1	7.0	8	1	8	-1.44439094848339	0								4	Ohrid, Ohrid, Macedonia	MK	MKE2	27257	41.1172	20.8019	-90608	1	Montenegro	MJ	MJ		42.5	19.3	MJ	20191205151500	https://www.rferl.org/a/it-s-no-mini-schengen-but-balkan-scheme-could-still-abolish-nagging-barriers/30309254.html
891043167	20191105	201911	2019	2019.8356											MKD	MACEDONIA	MKD								0	046	046	04	1	7.0	2	1	2	-1.44439094848339	0								4	Balkan, , Kosovo	KV	KV00	47631	42.4656	21.2208	9020724	4	Ohrid, Ohrid, Macedonia	MK	MKE2	27257	41.1172	20.8019	-90608	20191205151500	https://www.rferl.org/a/it-s-no-mini-schengen-but-balkan-scheme-could-still-abolish-nagging-barriers/30309254.html
891043168	20191105	201911	2019	2019.8356	AFG	AFGHAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			1	040	040	04	1	1.0	2	1	2	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043169	20191105	201911	2019	2019.8356	AFGGOV	AFGHAN	AFG					GOV			AFGINSTAL	TALIBAN	AFG	TAL				INS			1	040	040	04	1	1.0	6	1	6	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043170	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHAN	AFG								1	010	010	01	1	0.0	2	1	2	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043171	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHAN	AFG								1	036	036	03	1	4.0	2	1	2	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043172	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFG	AFGHAN	AFG								1	040	040	04	1	1.0	2	1	2	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043173	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFGGOV	AFGHAN	AFG					GOV			1	010	010	01	1	0.0	6	1	6	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043174	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFGGOV	AFGHAN	AFG					GOV			1	036	036	03	1	4.0	6	1	6	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043175	20191105	201911	2019	2019.8356	AFGINSTAL	TALIBAN	AFG	TAL				INS			AFGGOV	AFGHAN	AFG					GOV			1	040	040	04	1	1.0	6	1	6	-1.26582278481012	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Air Field, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205151500	https://www.washingtonexaminer.com/policy/defense-national-security/us-sends-zalmay-khalilzad-to-resume-peace-talks-with-taliban
891043176	20191105	201911	2019	2019.8356	GOV	CHIEF EXECUTIVE						GOV			GOVBUS	CENTRAL BANK						GOV	BUS		1	192	192	19	4	-9.5	10	1	10	-4.84848484848485	0								0								0								20191205151500	https://www.independent.ie/business/irish/central-bank-boss-says-he-will-continue-to-be-annoying-38756689.html
891043177	20191105	201911	2019	2019.8356	GOV	ATTORNEY GENERAL						GOV			USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	-5.08771929824562	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20191205151500	https://www.edweek.org/ew/articles/2019/12/04/ap-exclusive-officials-claim-36k-fees_ap.html
891043178	20191105	201911	2019	2019.8356	GOV	ATTORNEY GENERAL						GOV			USAGOV	SOUTH DAKOTA	USA					GOV			0	090	090	09	2	-2.0	6	1	6	-5.08771929824562	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	2	South Dakota, United States	US	USSD		44.2853	-99.4632	SD	20191205151500	https://www.edweek.org/ew/articles/2019/12/04/ap-exclusive-officials-claim-36k-fees_ap.html
891043179	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV													0	173	173	17	4	-5.0	6	1	6	-10.8823529411764	1	Israel	IS	IS		31.5	34.75	IS	0								1	Israel	IS	IS		31.5	34.75	IS	20191205151500	https://www.business-standard.com/article/news-ani/netanyahu-s-lawyer-to-be-indicted-in-submarine-corruption-case-119120501281_1.html
891043180	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	3	1	3	-10.8823529411764	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20191205151500	https://www.business-standard.com/article/news-ani/netanyahu-s-lawyer-to-be-indicted-in-submarine-corruption-case-119120501281_1.html
891043181	20191105	201911	2019	2019.8356	JUD	ATTORNEY						JUD			EDU	SCHOOL						EDU			1	1121	112	11	3	-2.0	10	1	10	-5.08771929824562	3	Wahpeton, North Dakota, United States	US	USND	ND077	46.2652	-96.6059	1033621	3	Wahpeton, North Dakota, United States	US	USND	ND077	46.2652	-96.6059	1033621	3	Wahpeton, North Dakota, United States	US	USND	ND077	46.2652	-96.6059	1033621	20191205151500	https://www.edweek.org/ew/articles/2019/12/04/ap-exclusive-officials-claim-36k-fees_ap.html
891043182	20191105	201911	2019	2019.8356	MKD	MACEDONIA	MKD																		0	046	046	04	1	7.0	8	1	8	-1.44439094848339	4	Ohrid, Ohrid, Macedonia	MK	MKE2	27257	41.1172	20.8019	-90608	0								1	Montenegro	MJ	MJ		42.5	19.3	MJ	20191205151500	https://www.rferl.org/a/it-s-no-mini-schengen-but-balkan-scheme-could-still-abolish-nagging-barriers/30309254.html
891043183	20191105	201911	2019	2019.8356	MKD	MACEDONIA	MKD																		0	046	046	04	1	7.0	2	1	2	-1.44439094848339	4	Balkan, , Kosovo	KV	KV00	47631	42.4656	21.2208	9020724	0								4	Ohrid, Ohrid, Macedonia	MK	MKE2	27257	41.1172	20.8019	-90608	20191205151500	https://www.rferl.org/a/it-s-no-mini-schengen-but-balkan-scheme-could-still-abolish-nagging-barriers/30309254.html
891043184	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								CVL	RESIDENTS						CVL			1	033	033	03	1	5.2	4	1	4	0.45045045045045	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205151500	https://www.mcduffieprogress.com/news/state/georgia-democratic-leaders-oppose-gov-kemp-s-health-care-plan/article_be319ffa-3a60-524c-83fd-57bd360c8a66.html
891043185	20191105	201911	2019	2019.8356	VNM	VIETNAMESE	VNM								BUS	INVESTOR						BUS			0	071	071	07	2	7.4	10	1	10	2.79329608938547	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	4	Sendo, Yogyakarta, Indonesia	ID	ID10	18585	-7.75111	110.137	9234193	4	Sendo, Yogyakarta, Indonesia	ID	ID10	18585	-7.75111	110.137	9234193	20191205151500	https://www.dealstreetasia.com/stories/vietnam-startup-investments-165504/
891043186	20191128	201911	2019	2019.8986											ISR	ISRAEL	ISR								1	100	100	10	3	-5.0	2	1	2	-2.95930949445129	0								4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043187	20191128	201911	2019	2019.8986											ISR	ISRAEL	ISR								1	105	105	10	3	-5.0	1	1	1	-2.95930949445129	0								4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043188	20191128	201911	2019	2019.8986											MED	TELEVISION						MED			1	100	100	10	3	-5.0	1	1	1	-2.95930949445129	0								4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043189	20191128	201911	2019	2019.8986	JUD	JUDGE						JUD			LBN	LEBANESE	LBN								0	071	071	07	2	7.4	2	1	2	-5.35491905354919	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20191205151500	https://gulfnews.com/business/banking/lebanons-banks-cannot-limit-withdrawals-lawyers-say-1.68292004
891043190	20191128	201911	2019	2019.8986	JUD	JUDGE						JUD			LBN	LEBANESE	LBN								0	0841	084	08	2	7.0	2	1	2	-5.35491905354919	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20191205151500	https://gulfnews.com/business/banking/lebanons-banks-cannot-limit-withdrawals-lawyers-say-1.68292004
891043191	20191128	201911	2019	2019.8986	JUD	JUDGE						JUD			LBNBUS	BYBLOS	LBN					BUS			0	100	100	10	3	-5.0	2	1	2	-5.35491905354919	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	20191205151500	https://gulfnews.com/business/banking/lebanons-banks-cannot-limit-withdrawals-lawyers-say-1.68292004
891043192	20191128	201911	2019	2019.8986	MED	TELEVISION						MED			ISR	ISRAEL	ISR								1	100	100	10	3	-5.0	2	1	2	-2.95930949445129	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043193	20191128	201911	2019	2019.8986	MED	TELEVISION						MED			ISR	ISRAEL	ISR								1	105	105	10	3	-5.0	1	1	1	-2.95930949445129	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043194	20191128	201911	2019	2019.8986	MED	TELEVISION						MED			ISR	ISRAEL	ISR								1	105	105	10	3	-5.0	1	1	1	-2.95930949445129	4	Nazareth, Ha?afon, Israel	IS	IS03	18314	32.6993	35.3048	-780833	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	4	Yael, HaDarom, Israel	IS	IS01	18315	31.7108	34.7444	-779290	20191205151500	https://www.timesofisrael.com/rabbi-revealed-as-key-suspect-in-alleged-baby-trafficking-ring/
891043195	20191128	201911	2019	2019.8986	NZL	WELLINGTON	NZL																		1	090	090	09	2	-2.0	4	1	4	-4.81927710843374	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20191205151500	https://www.therecord.com/news-story/9763031-cambridge-man-charged-with-racing/
891043196	20191128	201911	2019	2019.8986	NZL	WELLINGTON	NZL								GBR	UNITED KINGDOM	GBR								1	090	090	09	2	-2.0	6	1	6	-4.81927710843374	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20191205151500	https://www.therecord.com/news-story/9763031-cambridge-man-charged-with-racing/
891043197	20191128	201911	2019	2019.8986	NZL	WELLINGTON	NZL								GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	6	1	6	-4.81927710843374	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20191205151500	https://www.therecord.com/news-story/9763031-cambridge-man-charged-with-racing/
891043198	20191204	201912	2019	2019.9151											JUD	DISTRICT COURT						JUD			1	173	173	17	4	-5.0	10	1	10	-6.82352941176471	0								4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20191205151500	https://www.couriermail.com.au/news/national/west-australian-woman-jailed-for-lying-about-credentials-posing-as-own-referee-to-land-top-job/news-story/578832f17d9732546d75e079b16296da?nk=bbaa7abc589c6e941b7331a195e0d99c-1575558231
891043199	20191204	201912	2019	2019.9151	EDU	PROFESSOR						EDU			UKR	UKRAINE	UKR								0	051	051	05	1	3.4	3	1	3	-6.32022471910113	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20191205151500	https://www.independentsentinel.com/media-is-not-covering-constitutional-expert-jonathan-turleys-testimony/
891043200	20191204	201912	2019	2019.9151	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	2	1	2	2.72727272727273	4	Prestonpans, East Lothian, United Kingdom	UK	UKU6	40173	55.9333	-2.96667	-2605740	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20191205151500	https://www.eastlothiancourier.com/news/18082283.susan-deacon-resigns-chair-scottish-police-authority/
891043201	20191204	201912	2019	2019.9151	GBR	UNITED KINGDOM	GBR																		1	010	010	01	1	0.0	2	1	2	2.72727272727273	4	Prestonpans, East Lothian, United Kingdom	UK	UKU6	40173	55.9333	-2.96667	-2605740	0								4	Prestonpans, East Lothian, United Kingdom	UK	UKU6	40173	55.9333	-2.96667	-2605740	20191205151500	https://www.eastlothiancourier.com/news/18082283.susan-deacon-resigns-chair-scottish-police-authority/
891043202	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	042	042	04	1	1.9	5	1	5	-2.18579234972678	0								4	Sydney Harbour, New South Wales, Australia	AS	AS02	5114	-33.8667	151.25	-1603141	4	Sydney Harbour, New South Wales, Australia	AS	AS02	5114	-33.8667	151.25	-1603141	20191205151500	https://thenewdaily.com.au/life/science/environment/2019/12/05/the-great-mussel-mystery/
891043203	20191205	201912	2019	2019.9178											AGR	FARMER						AGR			0	060	060	06	2	6.0	5	1	5	-0.18726591760299	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205151500	https://www.vir.com.vn/vinamilk-hit-by-not-so-fresh-milk-accusations-72299.html
891043204	20191205	201912	2019	2019.9178											AUS	CANBERRA	AUS								1	0874	087	08	2	10.0	4	1	4	1.78890876565295	0								4	Batemans Bay, New South Wales, Australia	AS	AS02	4997	-35.7066	150.175	-1557840	4	Batemans Bay, New South Wales, Australia	AS	AS02	4997	-35.7066	150.175	-1557840	20191205151500	https://www.realestate.com.au/news/act-holiday-house-bargains-grab-a-cheap-seaside-escape-from-our-landlocked-national-capital/
891043205	20191205	201912	2019	2019.9178											AUS	CANBERRA	AUS								1	0874	087	08	2	10.0	4	1	4	1.78890876565295	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Batemans Bay, New South Wales, Australia	AS	AS02	4997	-35.7066	150.175	-1557840	20191205151500	https://www.realestate.com.au/news/act-holiday-house-bargains-grab-a-cheap-seaside-escape-from-our-landlocked-national-capital/
891043206	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	0874	087	08	2	10.0	2	1	2	1.78890876565295	0								4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	4	Moruya, New South Wales, Australia	AS	AS02	4997	-35.9125	150.081	-1589024	20191205151500	https://www.realestate.com.au/news/act-holiday-house-bargains-grab-a-cheap-seaside-escape-from-our-landlocked-national-capital/
891043207	20191205	201912	2019	2019.9178											BOLCOP	BOLIVIAN	BOL					COP			1	190	190	19	4	-10.0	42	7	42	-1.14128494016762	0								1	Bolivia	BL	BL		-17	-65	BL	1	Bolivia	BL	BL		-17	-65	BL	20191205151500	https://www.sfgate.com/news/article/Top-AP-photos-of-2019-range-from-the-epic-to-the-14883976.php
891043208	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	042	042	04	1	1.9	20	1	10	2.69607843137255	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205151500	https://news.yahoo.com/3-under-radar-dividend-stocks-143334378.html
