891126797	20191105	201911	2019	2019.8356											USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-4.18410041841004	0								3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	20191205224500	https://www.meridianstar.com/news/local_news/andreacchio-family-sues-meridian-s-chief-administrative-officer/article_d66c7a35-025a-5ed8-a52f-95d00b8283ca.html
891126798	20191105	201911	2019	2019.8356											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	0.15360983102918	0								3	Macdill Air Force Base, Florida, United States	US	USFL		27.8472	-82.5034	2512267	3	Macdill Air Force Base, Florida, United States	US	USFL		27.8472	-82.5034	2512267	20191205224500	https://news.yahoo.com/us-airmen-florida-practiced-getting-210919476.html
891126799	20191105	201911	2019	2019.8356											USA	UNITED STATES	USA								0	090	090	09	2	-2.0	2	1	2	-4.18410041841004	0								3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	20191205224500	https://www.meridianstar.com/news/local_news/andreacchio-family-sues-meridian-s-chief-administrative-officer/article_d66c7a35-025a-5ed8-a52f-95d00b8283ca.html
891126800	20191105	201911	2019	2019.8356	JUD	FEDERAL JUDGE						JUD													0	120	120	12	3	-4.0	4	1	4	-10.3603603603603	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20191205224500	https://www.reuters.com/article/us-insys-opioids-new-york/new-york-doctor-convicted-of-taking-kickbacks-from-opioid-maker-insys-idUSKBN1Y92Q3
891126801	20191105	201911	2019	2019.8356	MIL	ARMY						MIL			IRQ	IRAQ	IRQ								0	010	010	01	1	0.0	4	1	4	1.42857142857143	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20191205224500	https://www.washingtonexaminer.com/opinion/liberals-get-army-to-stop-faith-based-business-from-putting-bible-verses-on-dog-tags
891126802	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA																		1	084	084	08	2	7.0	2	1	2	0	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20191205224500	https://www.radio.com/music/entertainment-news/rhonj-star-melissa-gorga-talks-teresa-and-joe-giudice
891126803	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	020	020	02	1	3.0	2	1	2	-4.18410041841004	3	Lauderdale County, Mississippi, United States	US	USMS	MS075	32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	20191205224500	https://www.meridianstar.com/news/local_news/andreacchio-family-sues-meridian-s-chief-administrative-officer/article_d66c7a35-025a-5ed8-a52f-95d00b8283ca.html
891126804	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								CHR	CHRISTIAN				CHR					0	090	090	09	2	-2.0	2	1	2	-4.18410041841004	3	Lauderdale County, Mississippi, United States	US	USMS	MS075	32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	3	Lauderdale County, Mississippi, United States	US	USMS		32.3982	-88.6912	695761	20191205224500	https://www.meridianstar.com/news/local_news/andreacchio-family-sues-meridian-s-chief-administrative-officer/article_d66c7a35-025a-5ed8-a52f-95d00b8283ca.html
891126805	20191105	201911	2019	2019.8356	USA	FLORIDA	USA								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	4	1	4	0.15360983102918	3	Macdill Air Force Base, Florida, United States	US	USFL	FL057	27.8472	-82.5034	2512267	3	Macdill Air Force Base, Florida, United States	US	USFL		27.8472	-82.5034	2512267	3	Macdill Air Force Base, Florida, United States	US	USFL		27.8472	-82.5034	2512267	20191205224500	https://news.yahoo.com/us-airmen-florida-practiced-getting-210919476.html
891126806	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								MIL	AIR FORCE						MIL			1	042	042	04	1	1.9	2	1	2	0.15360983102918	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Macdill Air Force Base, Florida, United States	US	USFL		27.8472	-82.5034	2512267	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205224500	https://news.yahoo.com/us-airmen-florida-practiced-getting-210919476.html
891126807	20191128	201911	2019	2019.8986	CRM	CRIMINAL						CRM			PRK	NORTH KOREA	PRK								1	042	042	04	1	1.9	5	1	5	-3.63636363636364	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20191205224500	https://www.technologyreview.com/s/614862/virgil-griffith-north-korea-ethereum/
891126808	20191128	201911	2019	2019.8986	CRM	CRIMINAL						CRM			PRK	NORTH KOREA	PRK								1	114	114	11	3	-2.0	5	1	5	-3.63636363636364	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20191205224500	https://www.technologyreview.com/s/614862/virgil-griffith-north-korea-ethereum/
891126809	20191128	201911	2019	2019.8986	CRM	CRIMINAL						CRM			USA	THE US	USA								1	114	114	11	3	-2.0	5	1	5	-3.63636363636364	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20191205224500	https://www.technologyreview.com/s/614862/virgil-griffith-north-korea-ethereum/
891126810	20191128	201911	2019	2019.8986	CVL	COMMUNITY						CVL			GOV	GOVERNANCE						GOV			0	040	040	04	1	1.0	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126811	20191128	201911	2019	2019.8986	CVL	COMMUNITY						CVL			GOV	GOVERNANCE						GOV			0	042	042	04	1	1.9	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126812	20191128	201911	2019	2019.8986	CVL	COMMUNITY						CVL			GOV	GOVERNANCE						GOV			0	046	046	04	1	7.0	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126813	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR								OPP	ACTIVIST						OPP			1	020	020	02	1	3.0	4	1	4	-1.63636363636363	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20191205224500	https://www.guardian-series.co.uk/news/national-news/18083475.swinson-urges-activists-channel-suffragettes-last-week-campaign/
891126814	20191128	201911	2019	2019.8986	GOV	GOVERNANCE						GOV			CVL	COMMUNITY						CVL			0	040	040	04	1	1.0	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126815	20191128	201911	2019	2019.8986	GOV	GOVERNANCE						GOV			CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126816	20191128	201911	2019	2019.8986	GOV	GOVERNANCE						GOV			CVL	COMMUNITY						CVL			0	046	046	04	1	7.0	10	1	10	-0.35906642728905	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.accessnow.org/civil-societys-online-home-org-is-for-sale/
891126817	20191128	201911	2019	2019.8986	HLH	HOSPITAL						HLH													1	172	172	17	4	-5.0	2	1	2	-2.48565965583174	3	Ellwood City, Pennsylvania, United States	US	USPA	PA073	40.8617	-80.2865	1211951	0								3	Ellwood City, Pennsylvania, United States	US	USPA		40.8617	-80.2865	1211951	20191205224500	https://www.timesonline.com/news/20191204/ellwood-city-hospital-likely-to-remain-under-ban-into-next-week/1
891126818	20191128	201911	2019	2019.8986	IND	KOLKATA	IND								OPP	ACTIVIST						OPP			1	190	190	19	4	-10.0	12	1	6	-9.25266903914592	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20191205224500	https://www.npr.org/2019/12/05/785271217/woman-heading-to-testify-at-rape-trial-set-on-fire-in-india
891126819	20191128	201911	2019	2019.8986	OPP	ACTIVIST						OPP			CRM	GANG						CRM			1	1821	182	18	4	-9.0	10	1	10	-9.25266903914592	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20191205224500	https://www.npr.org/2019/12/05/785271217/woman-heading-to-testify-at-rape-trial-set-on-fire-in-india
891126820	20191128	201911	2019	2019.8986	OPP	ACTIVIST						OPP			CRM	GANG						CRM			1	1821	182	18	4	-9.0	10	1	10	-9.25266903914592	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205224500	https://www.npr.org/2019/12/05/785271217/woman-heading-to-testify-at-rape-trial-set-on-fire-in-india
891126821	20191128	201911	2019	2019.8986	PRK	NORTH KOREA	PRK								CRM	CRIMINAL						CRM			1	043	043	04	1	2.8	5	1	5	-3.63636363636364	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20191205224500	https://www.technologyreview.com/s/614862/virgil-griffith-north-korea-ethereum/
891126822	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	-0.17064846416382	3	Fort Jackson, South Carolina, United States	US	USSC	SC079	34.0476	-80.8334	2512203	0								3	Fort Jackson, South Carolina, United States	US	USSC		34.0476	-80.8334	2512203	20191205224500	https://www.postandcourier.com/news/here-are-the-finalists-who-could-lead-sc-s-new/article_698ac5bc-1790-11ea-be20-8be878e2277b.html
891126823	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	1	1	1	-0.17064846416382	3	Fort Jackson, South Carolina, United States	US	USSC	SC079	34.0476	-80.8334	2512203	0								2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20191205224500	https://www.postandcourier.com/news/here-are-the-finalists-who-could-lead-sc-s-new/article_698ac5bc-1790-11ea-be20-8be878e2277b.html
891126824	20191128	201911	2019	2019.8986	USA	PENNSYLVANIA	USA								HLH	HOSPITAL						HLH			1	172	172	17	4	-5.0	10	1	10	-2.48565965583174	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205224500	https://www.timesonline.com/news/20191204/ellwood-city-hospital-likely-to-remain-under-ban-into-next-week/1
891126825	20191128	201911	2019	2019.8986	USA	TEXAS	USA								chr	CHEROKEE			chr						1	083	083	08	2	5.0	10	1	10	-2.14592274678112	3	Navarro County, Texas, United States	US	USTX	TX349	32.0502	-96.4669	1383960	3	Navarro County, Texas, United States	US	USTX		32.0502	-96.4669	1383960	3	Navarro County, Texas, United States	US	USTX		32.0502	-96.4669	1383960	20191205224500	https://thetexan.news/second-amendment-sanctuary-wave-continues-to-roll-across-texas/
891126826	20191128	201911	2019	2019.8986	USAHLH	UNITED STATES	USA					HLH													1	172	172	17	4	-5.0	6	1	6	-2.48565965583174	3	Ellwood City, Pennsylvania, United States	US	USPA	PA073	40.8617	-80.2865	1211951	0								3	Ellwood City, Pennsylvania, United States	US	USPA		40.8617	-80.2865	1211951	20191205224500	https://www.timesonline.com/news/20191204/ellwood-city-hospital-likely-to-remain-under-ban-into-next-week/1
891126827	20191128	201911	2019	2019.8986	USAHLH	UNITED STATES	USA					HLH													1	172	172	17	4	-5.0	2	1	2	-2.48565965583174	3	Lawrence County, Pennsylvania, United States	US	USPA	PA073	41.0003	-80.5001	1213676	0								3	Ellwood City, Pennsylvania, United States	US	USPA		40.8617	-80.2865	1211951	20191205224500	https://www.timesonline.com/news/20191204/ellwood-city-hospital-likely-to-remain-under-ban-into-next-week/1
891126828	20191204	201912	2019	2019.9151	CVL	CITIZEN						CVL													1	020	020	02	1	3.0	5	1	5	-3.11688311688312	4	Ngau Tau Kok, Hong Kong (general), Hong Kong	HK	HK00	13031	22.3167	114.217	-1353631	0								4	Ngau Tau Kok, Hong Kong (general), Hong Kong	HK	HK00	13031	22.3167	114.217	-1353631	20191205224500	http://www.thestandard.com.hk/section-news.php?id=214256
891126829	20191204	201912	2019	2019.9151	GBR	UNITED KINGDOM	GBR								LAB	TRADE UNION						LAB			1	040	040	04	1	1.0	6	1	6	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126830	20191204	201912	2019	2019.9151	HLH	NURSE						HLH			LAB	TRADE UNION						LAB			1	040	040	04	1	1.0	2	1	2	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126831	20191204	201912	2019	2019.9151	HLH	NURSE						HLH			LAB	TRADE UNION						LAB			1	050	050	05	1	3.5	8	1	8	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126832	20191204	201912	2019	2019.9151	LAB	TRADE UNION						LAB			GBR	UNITED KINGDOM	GBR								1	040	040	04	1	1.0	6	1	6	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126833	20191204	201912	2019	2019.9151	LAB	TRADE UNION						LAB			HLH	NURSE						HLH			1	040	040	04	1	1.0	2	1	2	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126834	20191204	201912	2019	2019.9151	LAB	TRADE UNION						LAB			HLH	NURSE						HLH			1	050	050	05	1	3.5	2	1	2	-0.24875621890548	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126835	20191204	201912	2019	2019.9151	LAB	TRADE UNION						LAB			HLH	NURSE						HLH			1	050	050	05	1	3.5	6	1	6	-0.24875621890548	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	20191205224500	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/talks-between-trade-unions-and-stormont-health-department-end-without-deal-1783633/
891126836	20191204	201912	2019	2019.9151	MED	MEDIA						MED			GOV	GOVERNMENT						GOV			1	100	100	10	3	-5.0	10	1	10	2.68199233716475	0								0								0								20191205224500	http://www.thestandard.com.hk/section-news.php?id=214259
891126837	20191204	201912	2019	2019.9151	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								1	040	040	04	1	1.0	4	1	4	-0.89121081745544	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20191205224500	https://www.npr.org/transcripts/785046302
891126838	20191204	201912	2019	2019.9151	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	1	1	1	-0.89121081745544	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.npr.org/transcripts/785046302
891126839	20191204	201912	2019	2019.9151	UKR	UKRAINE	UKR								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	2	1	2	-0.89121081745544	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205224500	https://www.npr.org/transcripts/785046302
891126840	20191204	201912	2019	2019.9151	UKR	KYIV	UKR								RUS	RUSSIA	RUS								1	040	040	04	1	1.0	1	1	1	-0.89121081745544	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205224500	https://www.npr.org/transcripts/785046302
891126841	20191205	201912	2019	2019.9178											AFG	AFGHANISTAN	AFG								1	036	036	03	1	4.0	4	1	4	0.659630606860159	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205224500	http://www.canindia.com/panipat-has-its-moments-ians-review-rating/
891126842	20191205	201912	2019	2019.9178											AFG	AFGHAN	AFG								1	036	036	03	1	4.0	2	1	2	0.659630606860159	0								4	Yamuna, India (general), India	IN	IN00	70270	25.5	81.8833	-2114824	4	Yamuna, India (general), India	IN	IN00	70270	25.5	81.8833	-2114824	20191205224500	http://www.canindia.com/panipat-has-its-moments-ians-review-rating/
891126843	20191205	201912	2019	2019.9178											AFG	AFGHANISTAN	AFG								1	1712	171	17	4	-9.2	2	1	2	0.659630606860159	0								1	Afghanistan	AF	AF		33	66	AF	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205224500	http://www.canindia.com/panipat-has-its-moments-ians-review-rating/
891126844	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	020	020	02	1	3.0	4	1	4	-4.88400488400488	0								4	Parktown, Gauteng, South Africa	SF	SF06	77364	-26.1821	28.0267	-1271370	4	Parktown, Gauteng, South Africa	SF	SF06	77364	-26.1821	28.0267	-1271370	20191205224500	https://www.dailymaverick.co.za/article/2019-12-06-taxi-wars-spiralling-out-of-control-despite-efforts-for-peace-inquiry-told/
891126845	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	-4.88400488400488	0								4	Parktown, Gauteng, South Africa	SF	SF06	77364	-26.1821	28.0267	-1271370	4	Parktown, Gauteng, South Africa	SF	SF06	77364	-26.1821	28.0267	-1271370	20191205224500	https://www.dailymaverick.co.za/article/2019-12-06-taxi-wars-spiralling-out-of-control-despite-efforts-for-peace-inquiry-told/
891126846	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								0	112	112	11	3	-2.0	4	1	4	-11.1516034985423	0								4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	4	Soweto, Gauteng, South Africa	SF	SF06	77364	-26.2667	27.8667	-1285576	20191205224500	https://www.dailymaverick.co.za/article/2019-12-06-rhodes-student-expelled-over-violent-rape-protest-fights-back/
